ID,university names,country code
3332,Tezpur University,IND
3333,Thapar Institute of Engineering and Technology,IND
3334,The New College,IND
3335,Thiagarajar College of Engineering,IND
3336,Thiruvalluvar University,IND
3337,Tilak Maharashtra Vidyapeeth,IND
3338,Tilka Manjhi Bhagalpur University,IND
3339,Tripura University,IND
3340,Tumkur University,IND
3341,University of Agricultural Sciences - Bangalore,IND
3343,University of Burdwan,IND
3344,University of Calicut,IND
3345,University of Health Sciences Andhra Pradesh,IND
3346,University of Hyderabad,IND
3347,University of Jammu,IND
3348,University of Kalyani,IND
3349,University of Kashmir,IND
3350,University of Kerala,IND
3351,University of Kota,IND
3352,University of Lucknow,IND
3353,University of Madras,IND
3354,University of Media Arts,IND
3355,University of Mumbai,IND
3356,University of Music and Fine Arts,IND
3357,University of Mysore,IND
3359,University of Pune,IND
3360,University of Rajasthan,IND
3361,University of Roorkee,IND
3362,Utkal University,IND
3363,Uttarakhand Open University,IND
3364,Uttarakhand Technical University,IND
3365,Uttar Pradesh Technical University,IND
3366,Vardhaman Mahaveer Open University,IND
3367,VBS Purvanchal University,IND
3368,Veer Kunwar Singh University,IND
3369,Veer Surendra Sai University of Technology,IND
3370,Vidyasagar University,IND
3371,Vignan University,IND
3372,Vikrama Simhapuri University,IND
3373,Vikram University,IND
3374,Vinayaka Mission's Research Foundation-Deemed University,IND
3375,Vinoba Bhave University,IND
3376,Visva-Bharati University,IND
3377,Visvesvaraya National Institute of Technology,IND
3378,Visvesvaraya Technological University,IND
3379,West Bengal University of Animal and Fishery Sciences,IND
3380,West Bengal University of Technology,IND
3381,Yashawantrao Chavan Maharashtra Open University,IND
3382,Adiban Higher Education Institue,IRN
3383,Ahvaz University of Medical Sciences,IRN
3384,Ahwaz Jondishapour University of Medical Sciences,IRN
3385,Allameh Tabatabaie University,IRN
3386,Almustafa Open University,IRN
3387,Amirkabir College of Managmant & Technology,IRN
3388,Arak University,IRN
3389,Arak University of Medical Sciences,IRN
3390,Arak University of Technology,IRN
3391,Ardabil University of Medical Sciences,IRN
3392,Art University,IRN
3393,Azzahra University,IRN
3394,Babol Noshirvani University of Technology,IRN
3395,Babol University of Medical Sciences,IRN
3396,Baghyatoolah Medical Sciences University,IRN
3398,Birjand University,IRN
3399,Birjand University of Medical Sciences,IRN
3400,Bu Ali Sina University,IRN
3401,Bushehr University of Medical Sciences,IRN
3402,Damghan University of Basic Sciences,IRN
3403,Daneshestan Institute of Higher Education,IRN
3404,Delijan Payame Noor University,IRN
3405,Deylaman Institute of Higher Education,IRN
3406,Fasa Faculty of Medical Sciences,IRN
3407,Golestan University of Medical Sciences,IRN
3408,Gonabad University of Medical Sciences,IRN
3409,Gorgan University of Agricultural Sciences and Natural Resources,IRN
3410,Guilan University,IRN
3411,Guilan University of Medical Sciences,IRN
3412,Hamadan University of Medical Sciences,IRN
3413,Hormozgan University of Medical Sciences,IRN
3414,Hyrcania Institute of Higher Education,IRN
3415,Ilam University,IRN
3416,Ilam University of Medical Sciences,IRN
3417,Imam Khomeini International University,IRN
3418,Imam Reza University,IRN
3419,Imam Sadiq University,IRN
3420,Iranian Academy of Persian Language and Literature,IRN
3421,Iran University of Medical Sciences,IRN
3422,Iran University of Science and Technology Tehran,IRN
3423,Isfahan University,IRN
3424,Isfahan University of Medical Sciences,IRN
3425,Islamic Azad University - Ahar,IRN
3477,Jahrom University of Medical Sciences,IRN
3478,Jami Institute of Technology,IRN
3479,Kamalolmolk Art & Architecture Higher Education Institute of Noshahr,IRN
3480,Kar University,IRN
3481,Kashan University,IRN
3482,Kashan University of Medical Sciences,IRN
3483,Kerman Graduate University of Technology,IRN
3484,Kermanshah University of Medical Sciences,IRN
3485,Kermanshah University of Technology,IRN
3486,Kerman University of Medical Sciences,IRN
3487,Khomeinishahr Payame Noor University,IRN
3488,K.N.Toosi University of Technology,IRN
3489,Kurdistan University of Medical Sciences,IRN
3490,Lorestan University,IRN
3491,Lorestan University of Medical Sciences,IRN
3492,Malayer University,IRN
3493,Malekan Payame Nour University,IRN
3494,Mamasani University of Technology,IRN
3495,Mashhad University of Medical Sciences,IRN
3496,Mazandaran University of Iran,IRN
3497,Mazandaran University of Medical Science,IRN
3498,Mazandaran University of Science & Technology,IRN
3499,Mofid University,IRN
3500,Mustafa International University,IRN
3501,Najaf Abad University of Applied Science and Technology,IRN
3502,Payame Noor University,IRN
3503,Payame Noor University - Tafresh,IRN
3504,Persian Gulf University,IRN
3505,Petroleum University of Technology,IRN
3506,Power and Water Institute of Technology,IRN
3507,Qazvin University of Medical Sciences,IRN
3508,Qom University,IRN
3509,Qom University of Medical Sciences,IRN
3510,Qom University of Technology,IRN
3511,Rafsanjan University of Medical Sciences,IRN
3512,Raghebe Esfahani University,IRN
3513,Razi University,IRN
3514,Sabzevar School of Medical Sciences,IRN
3515,Sabzevar Teacher Training University,IRN
3516,Sadjad Institute of Technology,IRN
3517,Sadra University,IRN
3518,Sahand University of Technology,IRN
3519,School of Economic Sciences,IRN
3520,Semnan University,IRN
3521,Semnan University of Medical Sciences,IRN
3522,Shahed University,IRN
3523,Shaheed Beheshti University,IRN
3524,Shaheed Beheshti University of Medical Sciences,IRN
3525,Shaheed Chamran University,IRN
3526,Shaheed Rajaei Teacher Training University,IRN
3527,Shahid Bahonar University of Kerman,IRN
3528,Shahrekord University,IRN
3529,Shahrekord University of Medical Sciences,IRN
3530,Shahrood University of Medical Sciences,IRN
3531,Shahrood University of Technology,IRN
3532,Sharif University of Technology- Kish Campus,IRN
3533,Sheikhbahaee University,IRN
3534,Shiraz Payamnoor University,IRN
3535,Shiraz University of Medical Sciences,IRN
3536,Shiraz University of Technology,IRN
3537,Shomal University,IRN
3538,Sistan & Balouchestan University,IRN
3539,Tabari Institute of Higher Education,IRN
3540,Tabriz College of Technology,IRN
3541,Tabriz Islamic Art University,IRN
3542,Tabriz University,IRN
3543,Tabriz University of Medical Sciences,IRN
3544,Takestan Islamic Azad University,IRN
3546,Tehran University of Teacher Training,IRN
3547,The Bahá'í Institute For Higher Education (BIHE),IRN
3548,Torbat Heydarieh University of Medical Sciences,IRN
3549,University College of Nabi Akram,IRN
3550,University of Applied Science and Technology,IRN
3551,University of Hormozgan,IRN
3552,University of Kurdistan,IRN
3553,University of Lavasanat Pnu,IRN
3554,University of Mashhad Pnu,IRN
3555,University of Mohaghegh,IRN
3556,University of Science and Culture,IRN
3557,University of Social Welfare and Rehabilitation Scinences,IRN
3558,Urmia University,IRN
3559,Urmia University of Medical Sciences,IRN
3560,Urmia University of Technology,IRN
3561,Vali-e-Asr University,IRN
3562,Yasuj University,IRN
3563,Yasuj University of Medical Sciences,IRN
3564,Yazd Medical University,IRN
3565,Yazd University,IRN
3566,Zabol University,IRN
3567,Zahedan University of Medical Sciences,IRN
3568,Zanjan Institute for Advanced Studies in Basic Sciences,IRN
3569,Zanjan University,IRN
3570,Zanjan University of Medical Sciences,IRN
3571,Abdus Salam international centre for theoretical physics,ITA
3572,Basilicata University Potenza,ITA
3573,Campus Bio-Medico University of Rome,ITA
3574,Dutch University Institute for Art History (DUIA),ITA
3575,European School of Economics,ITA
3576,European University Institute,ITA
3577,Fondazione Sacro Cuore,ITA
3578,Free International University of Social Studies,ITA
3579,"Free University Institute ""Carlo Cattaneo""",ITA
3580,"Free University ""Maria Santissima Assunta""",ITA
3581,Free University of Bozen,ITA
3582,Higher School of University and Advanced Studies Pisa,ITA
3583,Institute for Advanced Studies Lucca,ITA
3584,International Higher School for Advanced Studies Trieste,ITA
3585,Istituto Universitario di Studi Superiori,ITA
3586,John Cabot University,ITA
3587,Johns Hopkins University - SAIS Bologna Center,ITA
3588,Link Campus University of Malta,ITA
3589,NABA - Nuova Accademia di Belle Arti - Milan,ITA
3590,Polytechnic Institute of Bari,ITA
3591,Polytechnic Institute of Milan,ITA
3592,Polytechnic Institute of Turin,ITA
3593,Pontifica Università Gregoriana,ITA
3594,Pontificia Università della Santa Croce,ITA
3595,Pontifcia Universitas Lateranensis,ITA
3596,Pontificia Università S. Tommaso,ITA
3597,Pontificio Ateneo Antonianum,ITA
3598,Pontificio Istituto Orientale,ITA
3599,School of Education Pisa,ITA
3600,Second University of Naples,ITA
3601,Third University of Rome,ITA
3603,Università Pontificia Salesiana,ITA
3604,University Institute of Architecture Venice,ITA
3605,University Institute of Modern Languages,ITA
3606,University Institute of Naval Studies,ITA
3607,University Institute of Oriental Studies,ITA
3608,"University Institute of Teacher Training ""Suor Orsola Benincasa""",ITA
3609,University of Ancona,ITA
3610,University of Aquila,ITA
3611,University of Bergamo,ITA
3613,University of Camerino,ITA
3614,University of Cassino,ITA
3616,University of Chieti,ITA
3617,University of Commerce Luigi Bocconi,ITA
3618,University of Foggia,ITA
3619,University of Gastronomic Sciences,ITA
3620,University of Italian Studies for Foreigners of Perugia,ITA
3621,University of Italian Studies for Foreigners of Siena,ITA
3622,University of Lecce,ITA
3623,University of Macerata,ITA
3625,University of Milan - Bicocca,ITA
3626,University of Modena,ITA
3627,University of Molise,ITA
3629,University of Reggio Calabria,ITA
3630,"University of Roma ""La Sapienza""",ITA
3631,"University of Roma ""Tor Vergata""",ITA
3632,University of Teramo,ITA
3634,University of Urbino,ITA
3635,University of Venice,ITA
3636,Viterbo State University,ITA
3638,Al-Ahliyya Amman University,JOR
3639,Al al-Bayt University,JOR
3640,Al-Balqa Applied University,JOR
3641,Al Hussein Bin Talal University,JOR
3642,Al-Isra University,JOR
3643,Al-Zaytoonah University,JOR
3644,Amman Arab University for Higher Studies,JOR
3645,Amman University,JOR
3647,Arab Academy for Banking and Financial Sciences,JOR
3650,German Jordanian University,JOR
3651,Irbid National University,JOR
3652,Jadara University,JOR
3653,Jerash Private University,JOR
3654,Jordan Academy of Music / Higher Institute of Music,JOR
3655,Middle East University,JOR
3656,Mu' tah University,JOR
3657,New York Institute of Technology,JOR
3658,Philadelphia University,JOR
3659,Princess Sumaya University for Technology,JOR
3660,Tafila Technical University,JOR
3661,The World Islamic Sciences & Education University,JOR
3662,University of Petra,JOR
3663,Al Yarmouk University College,JOR
3664,Zarka Private University,JOR
3665,Adventist University of Africa,KEN
3666,Africa International University,KEN
3667,Africa Nazarene University,KEN
3668,Catholic University of Eastern Africa,KEN
3669,Chuka University,KEN
3670,Daystar University,KEN
3671,Dedan Kimathi University of Technology,KEN
3672,Egerton University,KEN
3673,Great Lakes University of Kisumu,KEN
3674,Gretsa Universtiy,KEN
3675,Inoorero University,KEN
3676,Jaramogi Oginga Odinga University of Science and Technology,KEN
3677,Jomo Kenyatta University of Agriculture and Technology,KEN
3678,Kabarak University,KEN
3679,Karatina University,KEN
3680,Kenya College of Accountancy,KEN
3681,Kenya Medical Training College,KEN
3682,Kenya Methodist University,KEN
3683,Kenyatta University,KEN
3684,Kiriri Womens University of Science and Technology,KEN
3685,Kisii University,KEN
3686,Laikipia University,KEN
3687,Maasai Mara University,KEN
3688,Maseno University,KEN
3689,Masinde Muliro University of Science and Technology,KEN
3690,Meru University of Science and Technology,KEN
3691,Moi University,KEN
3692,Mount Kenya University,KEN
3693,Multimedia University of Kenya,KEN
3694,Nairobi Institute of Business Studies,KEN
3695,Nairobi Technical Training Institute,KEN
3696,Pan Africa Christian University,KEN
3697,Pioneer International University,KEN
3698,Presbyterian University of East Africa,KEN
3699,Pwani University,KEN
3700,Riara University School of Business and Law,KEN
3701,Scott Christian University,KEN
3702,South Eastern Kenya University,KEN
3703,St. Pauls University,KEN
3704,Strathmore University,KEN
3705,Technical University of Kenya,KEN
3706,Technical University of Mombasa,KEN
3707,United States International University,KEN
3708,University of Eastern Africa - Baraton,KEN
3709,University of Eldoret,KEN
3710,University of Kabianga,KEN
3711,University of Nairobi,KEN
3712,Uzima University College,KEN
3713,Zetech College,KEN
3714,American University of Central Asia,KGZ
3715,Asian Medical Institute,KGZ
3716,Bishkek Humanities University,KGZ
3717,International Ataturk Alatoo University,KGZ
3718,International University of Kyrgyzstan,KGZ
3719,Jalalabad State University Kyrgyzstan,KGZ
3720,Kyrgyz National Agrarian University,KGZ
3721,Kyrgyz National University,KGZ
3722,Kyrgyz Russian Slavic University,KGZ
3723,Kyrgyz State Technical University,KGZ
3724,"Kyrgyz State University of Construction, Transportation and Architecture",KGZ
3725,Kyrgyz Turkish  Manas University,KGZ
3726,Medical Faculty - Osh State University,KGZ
3727,Angkor University,KHM
3728,Asia Europe University,KHM
3729,Build Bright University,KHM
3730,Cambodian Mekong University,KHM
3731,Cambodia University of Specialties,KHM
3732,Chamreun University of Poly Technology,KHM
3733,International University,KHM
3734,National Institute of Education,KHM
3735,National University of Management,KHM
3736,Norton University,KHM
3737,Pannnasatra University of Cambodia,KHM
3738,Royal University of Agriculture,KHM
3739,Royal University of Fine Arts,KHM
3740,Royal University of Law and Economics,KHM
3741,Royal University of Phnom Penh,KHM
3742,Svey Reong University,KHM
3743,University of Cambodia,KHM
3744,University of Health and Science,KHM
3745,University of Technology Phnom Penh,KHM
3747,Zaman University,KHM
3749,Andong National University,KOR
3751,Catholic University of Pusan,KOR
3752,Catholic University of Taegu-Hyosung,KOR
3753,Changwon National University,KOR
3754,Cheju National University,KOR
3755,Cheju National University of Education,KOR
3756,Chinju National University,KOR
3757,Chinju National University of Education,KOR
3758,Chodang University,KOR
3760,Chonbuk Sanup University of Technology (Howon University),KOR
3761,Chongju National University of Education,KOR
3762,Chongju University,KOR
3763,Chonju National University of Education,KOR
3765,Chosun University,KOR
3766,Chunchon National University of Education,KOR
3769,Chung-Ju National University,KOR
3771,Daebul University,KOR
3773,Dong-A University,KOR
3774,Dongduk Women's University,KOR
3775,Dong Eui University,KOR
3777,Dongseo University,KOR
3778,Dongshin University,KOR
3779,Dong Yang University of Technology,KOR
3780,Duksung Women's University,KOR
3781,Ewha Women's University,KOR
3782,Gwangju Catholic College,KOR
3783,Gyeongju University,KOR
3785,Halla University,KOR
3787,Hankuk Aviation University,KOR
3788,Hankuk University of Foreign Studies,KOR
3789,Hankyong National University,KOR
3790,Hannam University,KOR
3791,Hansei University,KOR
3792,Hanseo University,KOR
3793,Hanshin University,KOR
3794,Hansung University Seoul,KOR
3796,Honam University,KOR
3797,Hongik University,KOR
3798,Hoseo University,KOR
3799,Hyupsung University,KOR
3800,Inchon National University of Education,KOR
3801,Inchon University,KOR
3802,Information and Communications University,KOR
3805,Jeonju University,KOR
3806,Kangnam University,KOR
3807,Kangnung National University,KOR
3809,Kaya University,KOR
3810,KDI School of Public Policy and Management,KOR
3811,Keimyung University,KOR
3813,Kongju National University of Education,KOR
3815,Konyang University,KOR
3816,Kookmin University,KOR
3817,Korea Advanced Institute of Science & Technology,KOR
3818,Korea Maritime University,KOR
3819,Korea National Open University,KOR
3820,Korea National University of Arts,KOR
3821,Korea National University of Education,KOR
3822,Korea National University of Physical Education,KOR
3824,Kosin University,KOR
3825,Kumoh National University of Technology,KOR
3826,Kunsan National University,KOR
3827,Kwan Dong University,KOR
3828,Kwangju National University of Education,KOR
3829,Kwangju University,KOR
3830,Kwangwoon University,KOR
3831,Kyonggi University,KOR
3832,Kyongju University,KOR
3833,Kyunghee University,KOR
3834,Kyungil University,KOR
3835,Kyungnam University,KOR
3837,Kyungsung University,KOR
3838,Kyungwon University,KOR
3839,Miryang National University,KOR
3840,Mokpo National Maritime University,KOR
3841,Mokpo National University,KOR
3842,Mokwon University Taejon,KOR
3843,Myongji University,KOR
3844,Paichai University,KOR
3846,Pukyong National University,KOR
3848,Pusan National University of Education,KOR
3849,Pusan University of Foreign Studies,KOR
3850,Pusan Women's University,KOR
3851,Pyongtaek University,KOR
3852,Sahmyook University,KOR
3853,Samchok National University,KOR
3854,Sang Ji University,KOR
3855,Sang Myung University,KOR
3857,Semyung University,KOR
3858,Seokyeong University,KOR
3860,Seonam University,KOR
3861,Seoul City University,KOR
3863,Seoul National University of Education,KOR
3864,Seoul National University of Technology,KOR
3865,Seoul Teological University,KOR
3866,Seoul Women's University,KOR
3867,Seowon University,KOR
3868,Silla University,KOR
3870,Sookmyung Women's University,KOR
3872,Soongsil University,KOR
3873,Sunchon National University,KOR
3874,Sungkyul University,KOR
3875,Sung Kyun Kwan University,KOR
3876,Sungshin Women's University,KOR
3877,Sunmoon University,KOR
3878,Suwon Catholic University,KOR
3879,Suwon University,KOR
3880,Taegu National University of Education,KOR
3881,Taegu University,KOR
3882,Taejon National University of Technology,KOR
3883,Taejon University,KOR
3884,Taeshin Christian University,KOR
3885,Tongmyung University of Information Technology,KOR
3886,Ulsan University,KOR
3887,University of Science and Technology,KOR
3888,Wonkwang University,KOR
3889,Woosuk University,KOR
3892,Yosu National University,KOR
3893,American University of Kuwait,KWT
3894,American University of Middle East,KWT
3895,Arab Open University - Kuwait Branch,KWT
3896,Australlian College of Kuwait,KWT
3897,Gulf University for Science and Technology,KWT
3898,Kuwait International Law School,KWT
3899,Kuwait Maastricht Business School,KWT
3900,Abai State University,KAZ
3901,Abylai Khan University,KAZ
3902,Aktau State University,KAZ
3903,Al-Farabi Kazakh National University,KAZ
3904,Atyrau State University,KAZ
3905,East Kazakhstan State University,KAZ
3906,East Kazakstan State Technical University,KAZ
3907,Eurasian Institute of market,KAZ
3908,International Kazakh-Turkish University,KAZ
3909,Karaganda State Buketov University,KAZ
3910,Karaganda State Technical University,KAZ
3911,Kazak American University,KAZ
3912,Kazakh British Technical University,KAZ
3913,Kazakhstan Institute of Management,KAZ
3914,Kazak National Technical University,KAZ
3915,Kazak State University of Agriculture,KAZ
3916,Kostanai State University,KAZ
3917,L.N. Gumilyov Eurasian National University,KAZ
3918,North Kazakhstan State University,KAZ
3919,Pavlodar University,KAZ
3920,Semey State Medical University,KAZ
3921,Semey State University,KAZ
3922,Suleyman Demirel University,KAZ
3923,Turar Ryskulov Kazakh Economic University,KAZ
3924,University of International Business,KAZ
3925,Western Kazakhstan Agricultural University,KAZ
3926,Zhetysu State University,KAZ
3927,Zhezkazgan Baikonurov University,KAZ
3928,National University of Laos,LAO
3929,Soutsaka Institute of management and Technology,LAO
3930,Al Imam Al-Ouzai University,LBN
3931,Al-Islah University,LBN
3932,Al-Manar University,LBN
3933,American University College of Technology,LBN
3934,American University of Science and Technology,LBN
3936,"Arts, Sciences and Technology University",LBN
3937,Balamand University,LBN
3938,Beirut Arab University,LBN
3939,Business & Computer University College,LBN
3940,Centre Universitaire de Technologie,LBN
3941,Global University,LBN
3942,Haigazian University,LBN
3943,Hariri Canadian University,LBN
3944,Holy Spirit University of Kaslik,LBN
3946,Lebanese American University,LBN
3947,Lebanese International University,LBN
3948,Lebanese University,LBN
3949,Matn University,LBN
3950,Near East School of Theology,LBN
3951,Notre Dame University,LBN
3952,St. Joseph University Beirut,LBN
3953,Arthur C Clarke Institute of Modern Technologies,LKA
3954,Buddhasravaka Bhikshu University,LKA
3955,Buddhist and Pali University of Sri Lanka,LKA
3956,Eastern University of Sri Lanka,LKA
3957,Horizon College of Business and Technology,LKA
3958,Kotelawala Defence University,LKA
3959,Open University of Sri Lanka,LKA
3960,Postgraduate Institute of Agriculture (PGIA),LKA
3961,Postgraduate Institute of Pali & Buddhist Studies (University of Kelaniya),LKA
3962,Rajarata University of Sri Lanka,LKA
3963,Sabaragamuwa University of Sri Lanka,LKA
3964,South Asian Institute of Technology And Medicine (SAITM),LKA
3965,South Eastern University of Sri Lanka,LKA
3966,Sri Lanka Institute of Advanced Technical Education,LKA
3967,Sri Lanka Institute of Information Technology (SLIT),LKA
3968,University of Jaffna,LKA
3969,University of Ruhuna,LKA
3970,University of Sri Jayawardenapura,LKA
3971,University of the Visual & Performing Arts,LKA
3972,Uva Wellassa University,LKA
3973,Wayamba University of Sri Lanka,LKA
3974,University of Liberia,LBR
3975,National University of Lesotho,LSO
3976,International School of Management,LTU
3977,Kaunas Medical Academy,LTU
3978,Klaipeda University,LTU
3979,Lithuania Christian College,LTU
3980,Lithunian Academy of Music and Theatre,LTU
3981,Lithunian Institute of Physical Education,LTU
3982,Lithunian University of Agriculture,LTU
3983,Lithunian Veterinary Academy,LTU
3984,Military academy of Lithuania,LTU
3985,Mykolo Romerio university,LTU
3986,Siauliai University,LTU
3987,Vilnius Academy of Arts,LTU
3988,Vilnius Gediminas Technical University,LTU
3989,Vilnius Pedagogical University,LTU
3990,Vytautas Magnus University,LTU
3991,Baltic International Academy,LVA
3992,Daugavpils University,LVA
3993,Higher School of Psychology,LVA
3994,Latvian Academy of Arts,LVA
3995,Latvian Academy of Culture,LVA
3996,Latvian Academy of Music,LVA
3997,Latvian Academy of Sports Education,LVA
3998,Latvian Maritime Academy,LVA
3999,Latvian University of Agriculture,LVA
4000,Liepaja Pedagogical Higher School,LVA
4001,Medical Academy of Latvia,LVA
4002,National Defence Academy of Latvia,LVA
4003,Police Academy of Latvia,LVA
4004,Rezekne Higher School,LVA
4005,Riga Aviation University,LVA
4006,Riga Teacher Training and Educational Management Academy,LVA
4007,School of Business and Finance,LVA
4008,Stockholm School of Economics in Riga,LVA
4009,Transport and Telecommunication Institute,LVA
4010,University of Latvia,LVA
4011,Vidzeme University College,LVA
4012,Al-Asmarya University for Islamic Studies,LBY
4013,Al-Jabal Al-Gharbi University,LBY
4014,Elmergib University,LBY
4015,Libyan International Medical University (LIMU),LBY
4016,Libya Open University,LBY
4017,Omar Al-Mukhtar University,LBY
4018,Sebha University,LBY
4019,Sirte University,LBY
4020,University of Benghazi,LBY
4021,University of Tripoli,LBY
4022,Zawiya University,LBY
4023,Al Akhawayn University,MAR
4024,Ecole des Hautes Etudes Commerciales MAROC,MAR
4025,Ecole des Hautes Etudes en Gestion Informatique et Communication,MAR
4026,Ecole Mohammadia d'Ingénieurs,MAR
4027,Ecole National d'Agriculture de Meknes,MAR
4028,Ecole Nationale d'Architecture,MAR
4029,Ecole Supérieure de Commerce et des Affaires,MAR
4030,Ecole Superieure des Télécommunications,MAR
4031,Ecole Supérieure d'Informatique et de Management,MAR
4032,Institut des Hautes Etudes de Management,MAR
4033,Institute of Management and Business Technology,MAR
4034,Institut National des Postes et Télécommunications,MAR
4035,Institut Supérieur de Commerce et d'Administration des Entreprises,MAR
4036,Institut Supérieur de Management et de Technologie (MATCI),MAR
4037,International Institute for Higher Education,MAR
4038,ISFORT - Institut de Formation en Technologie Alimentaire,MAR
4039,Université Abdelmalek Essadi,MAR
4040,Université Cadi Ayyad,MAR
4041,Université Chouaib Doukkali,MAR
4042,Université Hassan Ier - Settat,MAR
4043,Université Hassan II - Aïn Chock,MAR
4044,Université Hassan II - Mohammadia,MAR
4045,Université Ibn Toufail,MAR
4046,Université Ibn Zohr Agadir,MAR
4047,Université Mohammed Ier,MAR
4048,Université Mohammed V - Agdal,MAR
4049,Université Mohammed V - Souissi,MAR
4050,Université Moulay Ismail Meknès,MAR
4051,Université Sidi Mohammed Ben Abdellah,MAR
4052,University of Montenegro,MNE
4053,Université d'Antananarivo,MDG
4054,Université d'Antsiranana,MDG
4055,Université de Fianarantsoa,MDG
4056,Université de Mahajanga,MDG
4057,Université de Toamasina,MDG
4058,Université de Toliary,MDG
4059,FON University,MKD
4060,South East European University,MKD
4061,State University of Tetova,MKD
4062,St.Cyril and Methodius University,MKD
4063,St.Kliment Ohridski University,MKD
4064,"University for Information Science and Technology  ""St. Paul The Apostle""",MKD
4065,University Goce Delcev,MKD
4066,Université de Bamako,MLI
4067,International Theravada Buddhist Missionary University,MMR
4068,Mandalay Technological University,MMR
4069,Myanmar Aerospace Engineering University,MMR
4070,Technological University (Banmaw),MMR
4071,Technological University (Dawei),MMR
4072,Technological University (Hinthada),MMR
4073,Technological University (Hmawbi),MMR
4074,Technological University (Hpaan),MMR
4075,Technological University (Kalay),MMR
4076,Technological University (Kyaing Tong),MMR
4077,Technological University (Kyaukse),MMR
4078,Technological University (Lashio),MMR
4079,Technological University (Loikaw),MMR
4080,Technological University (Magway),MMR
4081,Technological University (Mandalay),MMR
4082,Technological University (Maubin),MMR
4083,Technological University (Mawlamyaing),MMR
4084,Technological University (Meikhtila),MMR
4085,Technological University (Monywa),MMR
4086,Technological University (Myeik),MMR
4087,Technological University (Myitkyina),MMR
4088,Technological University (Pakokku),MMR
4089,Technological University (Pathein),MMR
4090,Technological University (Pinlon),MMR
4091,Technological University (Pyay),MMR
4092,Technological University (Sittwe),MMR
4093,Technological University (Taunggyi),MMR
4094,Technological University (Taungoo),MMR
4095,Technological University (Thanlyin),MMR
4096,Technological University (West Yangon),MMR
4097,Technological University (Yangon),MMR
4098,University of Computer Studies - Yangon,MMR
4099,University of Medicine 1 - Yangon,MMR
4100,University of Medicine Magway,MMR
4101,Health sciences University of Mongolia,MNG
4102,Institute of Commerce and Business,MNG
4103,Mongolian National University,MNG
4104,Mongolian State University of Agriculture,MNG
4105,Mongolian State University of Arts and Culture,MNG
4106,Mongolian State University of Education,MNG
4107,Mongolian University of Science and Technology,MNG
4108,Orkhon University,MNG
4109,Ulaanbaatar University,MNG
4110,University of the Humanities,MNG
4111,Université de Nouakchott,MRT
4112,University of Technology,MUS
4113,Cyryx College,MDV
4114,Maldives National University,MDV
4115,Mandhu College,MDV
4116,Catholic University of Malawi,MWI
4117,Mzuzu University,MWI
4118,University of Livingstonia,MWI
4119,University of Malawi,MWI
4120,Benemerita Universidad Autónoma de Puebla,MEX
4121,Centro de Enseñanza Técnica Industrial,MEX
4122,Centro de Estudios Universitarios Monterrey,MEX
4123,Centro de Estudios Universitarios Xochicalco,MEX
4124,Centro Universitario Ixtlahuaca,MEX
4125,CETYS Universidad,MEX
4126,Dirección General de Institutos Tecnológicos,MEX
4127,El Colegio de México,MEX
4128,Escuela Bancaria y Comercial,MEX
4129,Escuela Nacional de Estudios Superiores Unidad León,MEX
4130,Instituto de Estudios Superiores de la Sierra,MEX
4131,Instituto Politécnico Nacional,MEX
4132,Instituto Polit├⌐cnico Nacional -Campus Guanajuato,MEX
4133,Instituto Tecnológico Autonómo de México,MEX
4134,Instituto Tecnológico de Aguascalientes,MEX
4135,Instituto Tecnológico de Celaya,MEX
4136,Instituto Tecnologico de Durango,MEX
4137,Instituto Tecnológico de León,MEX
4138,Instituto Tecnologico de Minatitlan,MEX
4139,Instituto Tecnológico de Morelia,MEX
4140,Instituto Tecnológico de Querétaro,MEX
4141,Instituto Tecnológico de San Luis Potosí,MEX
4142,Instituto Tecnológico de Sonora,MEX
4143,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),MEX
4144,Instituto Tecnológico y de Estudios Superiores de Occidente,MEX
4145,Politécnico de Guanajuato,MEX
4146,Tecnologico de Baja California Universidad,MEX
4147,Universidad Anáhuac,MEX
4148,Universidad Anáhuac del Sur,MEX
4149,"Universidad Autónoma Agraria ""Antonio Narro""",MEX
4150,"Universidad Autónoma ""Benito Juárez"" de Oaxaca",MEX
4151,Universidad Autónoma de Aguascalientes,MEX
4152,Universidad Autónoma de Baja California,MEX
4153,Universidad Autónoma de Baja California Sur,MEX
4154,Universidad Autónoma de Campeche,MEX
4155,Universidad Autónoma de Chapingo,MEX
4156,Universidad Autónoma de Chiapas,MEX
4157,Universidad Autónoma de Chihuahua,MEX
4158,Universidad Autónoma de Ciudad Juárez,MEX
4159,Universidad Autónoma de Coahuila,MEX
4160,Universidad Autonoma  de Durango,MEX
4161,Universidad Autónoma de Fresnillo,MEX
4162,Universidad Autónoma de Guadalajara,MEX
4163,Universidad Autónoma de Guerrero,MEX
4164,Universidad Autónoma de la Ciudad de México,MEX
4165,Universidad Autónoma de la Laguna,MEX
4166,Universidad Autónoma del Carmen,MEX
4167,Universidad Autónoma del Estado de Hidalgo,MEX
4168,Universidad Autónoma del Estado de México,MEX
4169,Universidad Autónoma del Estado de Morelos,MEX
4170,Universidad Autónoma del Noreste,MEX
4171,Universidad Autónoma de Nayarit,MEX
4172,Universidad Autónoma de Nuevo León,MEX
