ID,university names,country code,address
3017,Acdemic Center for Law and Business,ISR,"18 Babatunde Jose Road, off Adetokunbo Ademola Street, Victoria Island, 101241, Lagos State, Nigeria"
3018,Afeka Tel Aviv Academic College of Engineering,ISR,"Mivtsa Kadesh St 38, Tel Aviv-Yafo, 6910717, Israel"
3019,Ariel University Center of Samaria,ISR,אריאל
3020,Ashkelon Academic College,ISR,"Yitshak Ben Zvi St 12, Ashkelon, Israel"
3023,Bezalel Academy of Art and Design,ISR,"Martin Buber St 1, Jerusalem"
3024,College of Management,ISR,"KM 50, LAGOS/ABEOKUTA EXPRESSWAY, TECHNO BUS STOP, 112104, IFO, Nigeria"
3025,Emeq Yizrael College,ISR,"ד.נ. עמק יזרעאל מיקוד, 1930600, Israel"
3026,Galillee College,ISR,NaN
3027,Jerusalem University College,ISR,"Aravnah, Aravna ha-Yevusi St 3, Jerusalem, 9101202, Israel"
3028,Open University of Israel,ISR,"Derekh ha-Universita 1, Ra'anana, 4353701, Israel"
3029,Russell Berrie Nanotechnology Institute,ISR,NaN
3030,Sami Shamoon College of Engineering,ISR,"Haim Nachman Bialik St 56, Be'er Sheva, Israel"
3031,Shenkar School of Engineering & Design,ISR,"Anne Frank St 12, Ramat Gan, Israel"
3032,Technion - Israel Institute of Technology,ISR,"Haifa, 3200003, Israel"
3033,The Interdisciplinary Center Herzliya,ISR,"האוניברסיטה 8, Herzliya, 4610101, Israel"
3035,Western Galilee College,ISR,"דרך המכללה, Acre, 2412101, Israel"
3036,Acharya Nagarjuna University,IND,"NH16, Nagarjuna Nagar, Guntur, Andhra Pradesh 522510, India"
3037,Acharya Ranga Agricultural University,IND,"Administrative Office, Amaravathi Rd, Lam, Guntur, Andhra Pradesh 522034, India"
3038,Ahmedabad University,IND,"AES Bg.No-2, Commerce Six Rd, Navrangpura, Ahmedabad, Gujarat 380009, India"
3039,AISECT University,IND,"Mendua ,Post: Bhojpur, Near Bangrasiya Chouraha, Bhopal-Chiklod Road, Raisen, Madhya Pradesh 464993, India"
3040,Alagappa University,IND,"College Road,Alagappa Puram, Karaikudi, Tamil Nadu 630003, India"
3041,Aligarh Muslim University,IND,"Aligarh, Uttar Pradesh 202001, India"
3042,Allahabad Agricultural Institute - Deemed University,IND,"Rewa Road Old Bridge, near to Yamuna, Naini, Prayagraj, Uttar Pradesh 211007, India"
3043,Allahabad University,IND,"Senate House, University Road, Old Katra, Prayagraj, Uttar Pradesh 211002, India"
3044,All India Institute of Medical Sciences,IND,"Sri Aurobindo Marg, Ansari Nagar, Ansari Nagar East, New Delhi, Delhi 110029, India"
3045,Amravati University,IND,"Camp Area, Near Tapovan Gate, Maharashtra 444602, India"
3046,Amrita Vishwa Vidyapeetham (Deemed University),IND,"Amritanagar, Ettimadai, Coimbatore, Tamil Nadu 641112, India"
3047,Andhra University,IND,"Junction, AU North Campus, Andhra University North Campus, Andhra University, Visakhapatnam, Andhra Pradesh 530003, India"
3048,Annamalai University,IND,"Annamalai Nagar, Chidambaram, Tamil Nadu 608002, India"
3049,Anna University,IND,"Anna University, Guindy, Chennai, Tamil Nadu 600025, India"
3050,Anna University of Technology - Tirunelveli,IND,"Tirunelveli Region, Nagercoil Road, Tirunelveli, Tamil Nadu 627007, India"
3051,ARYA Institute of Engineering & Technology,IND,"SP-40 A, RIICO Industrial Area, Delhi Road, Kukas, Jaipur, Rajasthan 302028, India"
3052,Asian Business School,IND,"Plot A2, Sector 125, Block A, Sector 125, Noida, Uttar Pradesh 201301, India"
3053,Assam Agricultural University,IND,"Assam agriculture university, Barbheta, Jorhat, Assam 785013, India"
3054,Assam University,IND,"Silchar, Assam 788011, India"
3055,Avinashilingam Institute for Home Science and Higher Education for Women,IND,"Bharathi Park Road Tatabad, Forest College Campus, Saibaba Colony, Coimbatore, Tamil Nadu 641043, India"
3056,Awadhesh Pratap Singh University,IND,"Sirmour Road, Ananthpur, Rewa, Madhya Pradesh 486003, India"
3057,Babasaheb Bhimrao Ambedkar University,IND,"Vidya Vihar, Raibareli Rd, Babasaheb Bhim Rao Ambedkar University, Lucknow, Uttar Pradesh 226025, India"
3058,Banasthali University,IND,"Vanasthali Road, Dist, Vanasthali, Rajasthan 304022, India"
3059,Bangalore University,IND,"Main Rd, Gnana Bharathi, Bengaluru, Karnataka 560056, India"
3060,Bankura University,IND,"Beside NH 60, Bankura, Block II, Purandarpur, West Bengal 722155, India"
3061,Barkatullah University,IND,"Barkatullah University, Habib Ganj, Bhopal, Madhya Pradesh 462026, India"
3062,Bengal Engineering College,IND,"DA-8, Sahid Sukumar Banerjee Sarani, Bidhannagar, Durgapur, West Bengal 713212, India"
3063,Berhampur University,IND,"Mohuda, Brahmapur, Odisha 760001, India"
3064,Bhagwant University,IND,"Sikar Rd, Ajmer, Rajasthan 305004, India"
3065,Bharathiar University,IND,"Marudhamalai Rd, Bharathiyar University, Coimbatore, Tamil Nadu 641046, India"
3066,Bharathidasan University,IND,"Palkalaiperur, Tiruchirappalli, Tamil Nadu 620024, India"
3067,Bharath Institue Of Higher Education & Research,IND,"173, Agaram Main Rd, Selaiyur, Chennai, Tamil Nadu 600073, India"
3068,Bharati Vidyapeeth University,IND,"LBS Road Next to Alka Talkies 13, Sadashiv Peth, Pune, Maharashtra 411030, India"
3069,Bhavnagar University,IND,"Gaurishanker Lake Road, Vidhyanagar, Bhavnagar, Gujarat 364001, India"
3070,Bhupendra Narayan Mandal University,IND,"Laloo Nagar, Madhepura, Bihar 852113, India"
3071,Bidhan Chandra Agricultural University,IND,"District Nadia, Mohanpur, West Bengal 741252, India"
3072,Biju Pattnaik University of Technology,IND,"Chhend Colony, Rourkela, Odisha 769004, India"
3073,Birla Institute of Technology and Science,IND,"Vidya Vihar, Pilani, Rajasthan 333031, India"
3074,"Birla Institute of Technology, Mesra",IND,"Mesra, Jharkhand 835215, India"
3075,Birsa Agricultural University,IND,"Kanke Patratu Road, Gandhi Nagar, Ranchi, Ramgarh, Jharkhand 834006, India"
3076,B. R. Ambedkar Bihar University,IND,"Kalambagh Rd, B.R.Ambedkar Bihar University, Muzaffarpur, Bihar 842002, India"
3077,B. S. Abdur Rahman University,IND,"Seethakathi Estate, Vandalur, Chennai, Tamil Nadu 600048, India"
3078,Bundelkhand University,IND,"Kanpur Road, Bundelkhand University, Jhansi, Uttar Pradesh 284128, India"
3079,Burdwan University,IND,"Burdwan Rajbati, Raiganj, Bardhaman, West Bengal 713104, India"
3080,CCS Haryana Agricultural University,IND,"Main Rd, Haryana Agricultural University, Hisar, Haryana 125004, India"
3081,Center for Entrepreneurship and Small Business Management,IND,NaN
3082,Central Agricultural University,IND,"Iroisemba, Imphal, Manipur 795004, India"
3083,Central Institute of English and Foreign Languages,IND,"The English and Foreign Languages University, Osmania University Main Rd, Ravindra Nagar, Near, Tarnaka, Hyderabad, Telangana 500007, India"
3084,Central Institute of Fisheries Education,IND,"Yari Road, Pin, Off, Panch Marg, Versova, Andheri West, Mumbai, Maharashtra 400061, India"
3085,Central Institute of Higher Tibetan Studies,IND,"Sarnath Rd, Mavaiya, Sarnath, Varanasi, Uttar Pradesh 221007, India"
3086,Chandra Shekhar Azad University of Agriculture and Technology,IND,"Agricultural College Lane, Nawabganj, Kanpur, Uttar Pradesh 208002, India"
3087,Chaudhary Charan Singh Haryana Agricultural University,IND,"Main Rd, Haryana Agricultural University, Hisar, Haryana 125004, India"
3088,Chaudhary Charan Singh University,IND,"University Main Rd, Chaudhary Charan Singh University, Ramgarhi, Meerut, Uttar Pradesh 250001, India"
3089,Ch. Charan Singh University,IND,"University Main Rd, Chaudhary Charan Singh University, Ramgarhi, Meerut, Uttar Pradesh 250001, India"
3091,Christ University,IND,"Hosur Main Road, Bhavani Nagar, S.G. Palya, Bengaluru, Karnataka 560029, India"
3092,CMJ University,IND,"G.S Road, Ri-Bhoi District, Jorabat, Meghalaya 793101, India"
3093,Cochin University of Science and Technology,IND,"University Road, South Kalamassery, Kalamassery, Kochi, Kerala 682022, India"
3094,Darul Huda Islamic University,IND,"Hidaya Nagar, Chemmad, Tirurangadi, PO, Kerala 676306, India"
3095,Dav University,IND,"National Highway, Jalandhar - Pathankot Rd, Jalandhar, Punjab 144001, India"
3096,Dayalbagh Educational Institute,IND,"Dayal Bagh Rd, DayalBagh, Agra, Uttar Pradesh 282005, India"
3097,Deccan College Postgraduate and Research Institute,IND,"Deccan College Rd, Line Bazar, Yerawada, Pune, Maharashtra 411006, India"
3098,Deen Dayal Upadhyay Gorakhpur University,IND,"Civil Lines, Gorakhpur, Uttar Pradesh 273009, India"
3099,Delhi College of Engineering (DCE),IND,"Bawana Rd, Delhi Technological University, Shahbad Daulatpur Village, Rohini, Delhi, 110042, India"
3100,Devi Ahilya University of Indore,IND,"Nalanda Campus, R. N. T., Rabindranath Tagore Marg, Chhoti Gwaltoli, Indore, Madhya Pradesh 452001, India"
3101,Dhirubhai Ambani Institute of Information and Communication Technology,IND,"Near Reliance Chowkdi, DA IICT Road, Gandhinagar, Gujarat 382007, India"
3102,Dibrugarh University,IND,"Dibrugarh, Assam 786004, India"
3103,Dravidian University,IND,"Dravidian University Rd, Srinivasa Vanam, Agaram, Andhra Pradesh 517425, India"
3104,Dr. Babasaheb Ambedkar Marathwada Universtiy,IND,"University Campus, Near Soneri Mahal, Jaisingpura, Aurangabad, Maharashtra 431004, India"
3105,Dr. Babasaheb Ambedkar Technological University,IND,"Vidyavihar, Lonere, Maharashtra 402103, India"
3106,Dr. Bhim Rao Abdekar University,IND,"Paliwal Park, Park Rd, Agra, Uttar Pradesh 282004, India"
3107,Dr. B.R. Ambedkar Open University,IND,"G Ram Reddy Marg, Masthan Nagar, CBI Colony, Jubilee Hills, Hyderabad, Telangana 500033, India"
3108,Dr. C.V. Raman University,IND,"Kargi Road, Kota, Chhattisgarh 495113, India"
3109,Dr. D.Y. Patil University,IND,"Sector 7, Nerul, Navi Mumbai, Maharashtra 400706, India"
3110,Dr. Hari Singh Gour University formerly University of Sagar,IND,"University Road, Sagar, Madhya Pradesh 470003, India"
3111,Dr. Panjabrao Deshmukh Krishi Vidyapeeth,IND,"P.O. Krishi Nagar, Akola, Maharashtra 444104, India"
